#,Pokémon,Pokémon (dt.),,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Average,Ability 1,Ability 2,Ability 3,TIER,POINTS,,,,Momentum,Voltwechsel,Kehrtwende,Rollwende,Teleport,Abgangstirade,Stafette,Trick Room,Tail Wind,Hazards,Tarnsteine,Stachler,Giftspitzen,Klebenetz,Removal,Auflockern,Turbodreher,Seitenwechsel,Recovery,Wunschtraum,Genesung,Ruheort,Synthese,Tagedieb,Mondschein,Morgengrauen,Dschungelheilung,Heilbefehl,Milchgetränk,Sandsammler,Weichei,Prios,Turbotempo,Überrumpler,Tiefschlag,Mogelhieb,Turbofelsen,Tempohieb,Patronenhieb,Wasserdüse,Eissplitter,Schattenstoß,Ruckzuckhieb,Grasrutsche*,Wasser-Shuriken,Vakuumwelle,Gigasauger/Diebeskuss*,Screens,Auroraschleier,Reflektor,Lichtschild,Min Speed Lv 50,Max Speed Lv 50,Min Speed Lv 100,Max Speed Lv 100,Pokemon zusammen,Pokemon klein for Tampermonkey,"""",Schreibweise für Tampermonkey,Nightbot
145,Zapdos-Galar,Galar-Zapdos,,,FIGHTING,FLYING,90,125,90,85,90,100,580,"96,67",Defiant,,,,,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,94,167,184,328,ZapdosGalar,zapdosgalar,"""","[""pokemon"",""zapdosgalar""],",Galar-Zapdos # 
263,Zigzagoon-Galar,Galar-Zigzachs,,,DARK,NORMAL,8,30,41,30,41,60,210,35,Pickup,Gluttony,Quick Feet,,,,,,1,,,,,ja,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,ZigzagoonGalar,zigzagoongalar,"""","[""pokemon"",""zigzagoongalar""],",Galar-Zigzachs # 
78,Rapidash,Gallopa,,,FIRE,- -,65,100,70,80,80,105,500,"83,33",Run Away,Flash Fire,Flame Body,40,4,,,,1,,,,,,ja,,,0,,,,,0,,,,1,,,,,,,ja,,,,,,1,,,,,,,,,,,ja,,,,,,,,,99,172,193,339,Rapidash,rapidash,"""","[""pokemon"",""rapidash""],",Gallopa # 
551,Sandile,Ganovil,,,GROUND,DARK,50,72,35,35,35,65,292,"48,67",Intimidate,Moxie,Anger Point,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,63,128,121,251,Sandile,sandile,"""","[""pokemon"",""sandile""],",Ganovil # 
130,Gyarados,Garados,,,WATER,FLYING,95,125,79,60,100,81,540,90,Intimidate,,Moxie,120,12,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,77,146,150,287,Gyarados,gyarados,"""","[""pokemon"",""gyarados""],",Garados # 
747,Mareanie,Garstella,,,POISON,WATER,50,53,62,43,52,45,305,"50,83",Merciless,Limber,Regenerator,40,1,,,,0,,,,,,,,,1,,,ja,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Mareanie,mareanie,"""","[""pokemon"",""mareanie""],",Garstella # 
423,Gastrodon,Gastrodon,,,WATER,GROUND,111,83,68,92,82,39,475,"79,17",Sticky Hold,Storm Drain,Sand Force,100,8,,,,0,,,,,,,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,39,100,74,194,Gastrodon,gastrodon,"""","[""pokemon"",""gastrodon""],",Gastrodon # 
828,Thievul,Gaunux,,,DARK,- -,70,58,58,87,92,90,455,"75,83",Run Away,Unburden,Stakeout,,,,,,3,,ja,,,ja,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,ja,,,,,,,,ja,,,,,,,,,85,156,166,306,Thievul,thievul,"""","[""pokemon"",""thievul""],",Gaunux # 
252,Treecko,Geckarbor,,,GRASS,- -,40,45,35,65,55,70,310,"51,67",Overgrow,,Unburden,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,67,134,130,262,Treecko,treecko,"""","[""pokemon"",""treecko""],",Geckarbor # 
283,Surskit,Gehweiher,,,BUG,WATER,40,30,32,50,52,65,269,"44,83",Swift Swim,,Rain Dish,40,1,,,,1,,,,,,ja,,,1,,,,ja,0,,,,1,,,,,,,ja,,,,,,2,,,,,,,,ja,,,ja,,,,,,,,,63,128,121,251,Surskit,surskit,"""","[""pokemon"",""surskit""],",Gehweiher # 
582,Vanillite,Gelatini,,,ICE,- -,36,50,50,65,60,44,305,"50,83",Ice Body,Snow Cloak,Weak Armor,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,44,105,83,205,Vanillite,vanillite,"""","[""pokemon"",""vanillite""],",Gelatini # 
583,Vanillish,Gelatroppo,,,ICE,- -,51,65,65,80,75,59,395,"65,83",Ice Body,Snow Cloak,Weak Armor,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,57,122,110,238,Vanillish,vanillish,"""","[""pokemon"",""vanillish""],",Gelatroppo # 
584,Vanilluxe,Gelatwino,,,ICE,- -,71,95,85,110,95,79,535,"89,17",Ice Body,Snow Warning,Weak Armor,60,5,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,ja,,,,,,,ja,ja,,,75,144,146,282,Vanilluxe,vanilluxe,"""","[""pokemon"",""vanilluxe""],",Gelatwino # 
649,Genesect,Genesect,,,BUG,STEEL,71,120,95,120,95,99,600,100,Download,,,BANNED,BANNED,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,ja,,,,,,,,,,ja,,,,,,,,,93,166,182,326,Genesect,genesect,"""","[""pokemon"",""genesect""],",Genesect # 
94,Gengar,Gengar,,,GHOST,POISON,60,65,60,130,75,110,500,"83,33",Cursed Body,,,120,13,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,103,178,202,350,Gengar,gengar,"""","[""pokemon"",""gengar""],",Gengar # 
75,Graveler,Georok,,,ROCK,GROUND,55,95,115,45,45,35,390,65,Rock Head,Sturdy,Sand Veil,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,36,95,67,185,Graveler,graveler,"""","[""pokemon"",""graveler""],",Georok # 
76,Golem,Geowaz,,,ROCK,GROUND,80,120,130,55,65,45,495,"82,5",Rock Head,Sturdy,Sand Veil,40,2,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,45,106,85,207,Golem,golem,"""","[""pokemon"",""golem""],",Geowaz # 
264,Linoone,Geradaks,,,NORMAL,- -,78,70,61,50,61,100,420,70,Pickup,Gluttony,Quick Feet,60,7,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,94,167,184,328,Linoone,linoone,"""","[""pokemon"",""linoone""],",Geradaks # 
627,Rufflet,Geronimatz,,,NORMAL,FLYING,70,83,50,37,50,60,350,"58,33",Keen Eye,Sheer Force,Hustle,40,2,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,Rufflet,rufflet,"""","[""pokemon"",""rufflet""],",Geronimatz # 
254,Sceptile,Gewaldro,,,GRASS,- -,70,85,65,105,85,120,530,"88,33",Overgrow,,Unburden,60,5,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,112,189,220,372,Sceptile,sceptile,"""","[""pokemon"",""sceptile""],",Gewaldro # 
45,Vileplume,Giflor,,,GRASS,POISON,75,80,85,110,90,50,490,"81,67",Chlorophyll,,Effect Spore,40,4,,,,0,,,,,,,,,0,,,,,0,,,,2,,,,ja,,ja,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Vileplume,vileplume,"""","[""pokemon"",""vileplume""],",Giflor # 
3,Venusaur-Gmax,Giga-Bisaflor,,,GRASS,POISON,80,82,83,100,100,80,525,"87,5",Overgrow,,Chlorophyll,,,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,76,145,148,284,VenusaurGmax,venusaurgmax,"""","[""pokemon"",""venusaurgmax""],",Giga-Bisaflor # 
569,Garbodor-Gmax,Giga-Deponitox,,,POISON,- -,80,95,82,60,82,75,474,79,Stench,Weak Armor,Aftermath,,,,,,0,,,,,,,,,2,,ja,ja,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72,139,139,273,GarbodorGmax,garbodorgmax,"""","[""pokemon"",""garbodorgmax""],",Giga-Deponitox # 
841,Flapple-Gmax,Giga-Drapfel,,,GRASS,DRAGON,70,110,80,95,60,70,485,"80,83",Ripen,Gluttony,Hustle,,,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,67,134,130,262,FlappleGmax,flapplegmax,"""","[""pokemon"",""flapplegmax""],",Giga-Drapfel # 
884,Duraludon-Gmax,Giga-Duraludon,,,STEEL,DRAGON,70,95,115,120,50,85,535,"89,17",Light Metal,Heavy Metal,Stalwart,,,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,81,150,157,295,DuraludonGmax,duraludongmax,"""","[""pokemon"",""duraludongmax""],",Giga-Duraludon # 
133,Eevee-Gmax,Giga-Evoli,,,NORMAL,- -,55,55,50,45,65,55,325,"54,17",Run Away,Adaptability,Anticipation,,,,,,1,,,,,,ja,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,54,117,103,229,EeveeGmax,eeveegmax,"""","[""pokemon"",""eeveegmax""],",Giga-Evoli # 
94,Gengar-Gmax,Giga-Gengar,,,GHOST,POISON,60,65,60,130,75,110,500,"83,33",Cursed Body,,,,,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,103,178,202,350,GengarGmax,gengargmax,"""","[""pokemon"",""gengargmax""],",Giga-Gengar # 
6,Charizard-Gmax,Giga-Glurak,,,FIRE,FLYING,78,84,78,109,85,100,534,89,Blaze,,Solar Power,,,,,,0,,,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,94,167,184,328,CharizardGmax,charizardgmax,"""","[""pokemon"",""charizardgmax""],",Giga-Glurak # 
812,Rillaboom-Gmax,Giga-Gortrom,,,GRASS,- -,100,125,90,60,70,85,530,"88,33",Overgrow,,Grassy Surge,,,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,,ja,,,,,,,,ja,,,,,,,,81,150,157,295,RillaboomGmax,rillaboomgmax,"""","[""pokemon"",""rillaboomgmax""],",Giga-Gortrom # 
851,Centiskorch-Gmax,Giga-Infernopod,,,FIRE,BUG,100,115,65,90,90,65,525,"87,5",Flash Fire,White Smoke,Flame Body,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,63,128,121,251,CentiskorchGmax,centiskorchgmax,"""","[""pokemon"",""centiskorchgmax""],",Giga-Infernopod # 
818,Inteleon-Gmax,Giga-Intelleon,,,WATER,- -,70,85,65,125,65,120,530,"88,33",Torrent,,Sniper,,,,,,2,,ja,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,3,,,ja,,,,,ja,ja,,,,,,,,,,,112,189,220,372,InteleonGmax,inteleongmax,"""","[""pokemon"",""inteleongmax""],",Giga-Intelleon # 
834,Drednaw-Gmax,Giga-Kamalm,,,WATER,ROCK,90,115,90,48,68,74,485,"80,83",Strong Jaw,Shell Armor,Swift Swim,,,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,71,138,137,271,DrednawGmax,drednawgmax,"""","[""pokemon"",""drednawgmax""],",Giga-Kamalm # 
99,Kingler-Gmax,Giga-Kingler,,,WATER,- -,55,130,115,50,50,75,475,"79,17",Hyper Cutter,Shell Armor,Sheer Force,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72,139,139,273,KinglerGmax,kinglergmax,"""","[""pokemon"",""kinglergmax""],",Giga-Kingler # 
823,Corviknight-Gmax,Giga-Krarmor,,,FLYING,STEEL,98,87,105,53,85,67,495,"82,5",Pressure,Unnerve,Mirror Armor,,,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,64,130,125,256,CorviknightGmax,corviknightgmax,"""","[""pokemon"",""corviknightgmax""],",Giga-Krarmor # 
131,Lapras-Gmax,Giga-Lapras,,,WATER,ICE,130,85,80,85,95,60,535,"89,17",Water Absorb,Shell Armor,Hydration,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,58,123,112,240,LaprasGmax,laprasgmax,"""","[""pokemon"",""laprasgmax""],",Giga-Lapras # 
815,Cinderace-Gmax,Giga-Liberlo,,,FIRE,- -,80,116,75,65,75,119,530,"88,33",Blaze,,Libero,,,,,,2,,ja,,,,ja,,,0,,,,,1,,,ja,0,,,,,,,,,,,,,2,,,ja,,,,,,,,ja,,,,,,,,,111,188,218,370,CinderaceGmax,cinderacegmax,"""","[""pokemon"",""cinderacegmax""],",Giga-Liberlo # 
68,Machamp-Gmax,Giga-Machomei,,,FIGHTING,- -,90,130,80,65,85,55,505,"84,17",Guts,No Guard,Steadfast,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,,,,,ja,,,,,,,ja,,,,,,54,117,103,229,MachampGmax,machampgmax,"""","[""pokemon"",""machampgmax""],",Giga-Machomei # 
826,Orbeetle-Gmax,Giga-Maritellit,,,BUG,PSYCHIC,60,45,110,80,120,90,505,"84,17",Swarm,Frisk,Telepathy,,,,,,2,,ja,,,,ja,ja,,1,,,,ja,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,85,156,166,306,OrbeetleGmax,orbeetlegmax,"""","[""pokemon"",""orbeetlegmax""],",Giga-Maritellit # 
52,Meowth-Gmax,Giga-Mauzi,,,NORMAL,- -,40,45,35,40,40,90,290,"48,33",Pickup,Technician,Unnerve,,,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,85,156,166,306,MeowthGmax,meowthgmax,"""","[""pokemon"",""meowthgmax""],",Giga-Mauzi # 
809,Melmetal-Gmax,Giga-Melmetal,,,STEEL,- -,135,143,143,80,65,34,600,100,Iron Fist,,,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,35,94,65,183,MelmetalGmax,melmetalgmax,"""","[""pokemon"",""melmetalgmax""],",Giga-Melmetal # 
839,Coalossal-Gmax,Giga-Montecarbo,,,ROCK,FIRE,110,80,120,80,90,30,510,85,Steam Engine,Flame Body,Flash Fire,,,,,,0,,,,,,,,,2,ja,ja,,,1,,ja,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,CoalossalGmax,coalossalgmax,"""","[""pokemon"",""coalossalgmax""],",Giga-Montecarbo # 
861,Grimmsnarl-Gmax,Giga-Olangaar,,,DARK,FAIRY,95,120,65,95,75,60,510,85,Prankster,Frisk,Pickpocket,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,58,123,112,240,GrimmsnarlGmax,grimmsnarlgmax,"""","[""pokemon"",""grimmsnarlgmax""],",Giga-Olangaar # 
879,Copperajah-Gmax,Giga-Patinaraja,,,STEEL,- -,122,130,69,80,69,30,500,"83,33",Sheer Force,,Heavy Metal,,,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,CopperajahGmax,copperajahgmax,"""","[""pokemon"",""copperajahgmax""],",Giga-Patinaraja # 
25,Pikachu-Gmax,Giga-Pikachu,,,ELECTRIC,- -,35,55,40,50,50,90,320,"53,33",Static,,Lightning Rod,,,,,,1,ja,,,,,,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,3,ja,,,ja,,,,,,,ja,,,,,,,,,85,156,166,306,PikachuGmax,pikachugmax,"""","[""pokemon"",""pikachugmax""],",Giga-Pikachu # 
869,Alcremie-Gmax,Giga-Pokusan,,,FAIRY,- -,65,60,75,110,121,64,495,"82,5",Sweet Veil,,Aroma Veil,,,,,,0,,,,,,,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,62,127,119,249,AlcremieGmax,alcremiegmax,"""","[""pokemon"",""alcremiegmax""],",Giga-Pokusan # 
143,Snorlax-Gmax,Giga-Relaxo,,,NORMAL,- -,160,110,65,65,110,30,540,90,Immunity,Thick Fat,Gluttony,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,SnorlaxGmax,snorlaxgmax,"""","[""pokemon"",""snorlaxgmax""],",Giga-Relaxo # 
849,Toxtricity-Gmax,Giga-Riffex,,,ELECTRIC,POISON,75,98,70,114,70,75,502,"83,67",Punk Rock,Plus/Minus,Technician,,,,,,1,ja,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72,139,139,273,ToxtricityGmax,toxtricitygmax,"""","[""pokemon"",""toxtricitygmax""],",Giga-Riffex # 
844,Sandaconda-Gmax,Giga-Sanaconda,,,GROUND,- -,72,107,125,65,70,71,510,85,Sand Spit,Shed Skin,Sand Veil,,,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,68,135,132,265,SandacondaGmax,sandacondagmax,"""","[""pokemon"",""sandacondagmax""],",Giga-Sanaconda # 
842,Appletun-Gmax,Giga-Schlapfel,,,GRASS,DRAGON,110,85,80,100,80,30,485,"80,83",Ripen,Gluttony,Thick Fat,,,,,,0,,,,,,,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,31,90,58,174,AppletunGmax,appletungmax,"""","[""pokemon"",""appletungmax""],",Giga-Schlapfel # 
858,Hatterene-Gmax,Giga-Silembrim,,,PSYCHIC,FAIRY,57,90,95,136,103,29,510,85,Healer,Anticipation,Magic Bounce,,,,,,1,,,,,,ja,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,30,89,56,172,HattereneGmax,hatterenegmax,"""","[""pokemon"",""hatterenegmax""],",Giga-Silembrim # 
12,Butterfree-Gmax,Giga-Smettbo,,,BUG,FLYING,60,45,50,90,80,70,395,"65,83",Compound Eyes,,Tinted Lens,,,,,,3,,ja,,ja,,ja,,ja,0,,,,,1,ja,,,2,,,ja,,,,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,67,134,130,262,ButterfreeGmax,butterfreegmax,"""","[""pokemon"",""butterfreegmax""],",Giga-Smettbo # 
9,Blastoise-Gmax,Giga-Turtok,,,WATER,- -,79,83,100,85,105,78,530,"88,33",Torrent,,Rain Dish,,,,,,1,,,ja,,,,,,0,,,,,1,,ja,,0,,,,,,,,,,,,,2,,,,ja,,,,ja,,,,,,,,,,,,74,143,144,280,BlastoiseGmax,blastoisegmax,"""","[""pokemon"",""blastoisegmax""],",Giga-Turtok # 
892,Urshifu-Water-Gmax,Giga-Wulaosu-Fließend,,,FIGHTING,WATER,100,130,100,63,60,97,550,"91,67",Unseen Fist,,,,,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,91,163,179,322,UrshifuRapidGmax,urshifurapidgmax,"""","[""pokemon"",""urshifurapidgmax""],",Giga-Wulaosu-Fließend # 
892,Urshifu-Dark-Gmax,Giga-Wulaosu-Fokussiert,,,FIGHTING,DARK,100,130,100,63,60,97,550,"91,67",Unseen Fist,,,,,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,91,163,179,322,UrshifuGmax,urshifugmax,"""","[""pokemon"",""urshifugmax""],",Giga-Wulaosu-Fokussiert # 
203,Girafarig,Girafarig,,,NORMAL,PSYCHIC,70,80,65,90,65,85,455,"75,83",Inner Focus,Early Bird,Sap Sipper,40,1,,,,1,,,,,,ja,ja,,0,,,,,0,,,,1,ja,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,81,150,157,295,Girafarig,girafarig,"""","[""pokemon"",""girafarig""],",Girafarig # 
487,Giratina,Giratina,,,GHOST,DRAGON,150,100,120,100,120,90,680,"113,33",Pressure,,Telepathy,BANNED,BANNED,,,,0,,,,,,,,ja,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,,,,,,,,ja,,,,,,,,,,85,156,166,306,Giratina,giratina,"""","[""pokemon"",""giratina""],",Giratina # 
487,Giratina-Origin,Giratina-Ursprung,,,GHOST,DRAGON,150,120,100,120,100,90,680,"113,33",Levitate,,,BANNED,BANNED,,,,0,,,,,,,,ja,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,,,,,,,,ja,,,,,,,,,,85,156,166,306,GiratinaOrigin,giratinaorigin,"""","[""pokemon"",""giratinaorigin""],",Giratina-Ursprung # 
624,Pawniard,Gladiantri,,,DARK,STEEL,45,85,70,40,40,60,340,"56,67",Defiant,Inner Focus,Pressure,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,58,123,112,240,Pawniard,pawniard,"""","[""pokemon"",""pawniard""],",Gladiantri # 
471,Glaceon,Glaziola,,,ICE,- -,65,60,110,130,95,65,525,"87,5",Snow Cloak,,Ice Body,40,1,,,,1,,,,,,ja,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,2,,,,,,,,,ja,,ja,,,,,,,,,63,128,121,251,Glaceon,glaceon,"""","[""pokemon"",""glaceon""],",Glaziola # 
453,Croagunk,Glibunkel,,,POISON,FIGHTING,48,61,40,61,40,50,300,50,Anticipation,Dry Skin,Poison Touch,40,1,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,4,,,ja,ja,,,ja,,,,,,,ja,,,,,,49,112,94,218,Croagunk,croagunk,"""","[""pokemon"",""croagunk""],",Glibunkel # 
4,Charmander,Glumanda,,,FIRE,- -,39,52,43,60,50,65,309,"51,5",Blaze,,Solar Power,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,63,128,121,251,Charmander,charmander,"""","[""pokemon"",""charmander""],",Glumanda # 
6,Charizard,Glurak,,,FIRE,FLYING,78,84,78,109,85,100,534,89,Blaze,,Solar Power,40,3,,,,0,,,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,94,167,184,328,Charizard,charizard,"""","[""pokemon"",""charizard""],",Glurak # 
5,Charmeleon,Glutexo,,,FIRE,- -,58,64,58,80,65,80,405,"67,5",Blaze,,Solar Power,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,76,145,148,284,Charmeleon,charmeleon,"""","[""pokemon"",""charmeleon""],",Glutexo # 
42,Golbat,Golbat,,,POISON,FLYING,75,80,70,65,75,90,455,"75,83",Inner Focus,,Infiltrator,40,6,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,85,156,166,306,Golbat,golbat,"""","[""pokemon"",""golbat""],",Golbat # 
622,Golett,Golbit,,,GROUND,GHOST,59,74,50,35,50,35,303,"50,5",Iron Fist,Klutz,No Guard,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,36,95,67,185,Golett,golett,"""","[""pokemon"",""golett""],",Golbit # 
118,Goldeen,Goldini,,,WATER,- -,45,67,60,35,50,63,320,"53,33",Swift Swim,Water Veil,Lightning Rod,40,1,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,61,126,117,247,Goldeen,goldeen,"""","[""pokemon"",""goldeen""],",Goldini # 
623,Golurk,Golgantes,,,GROUND,GHOST,89,124,80,55,80,55,483,"80,5",Iron Fist,Klutz,No Guard,40,5,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,54,117,103,229,Golurk,golurk,"""","[""pokemon"",""golurk""],",Golgantes # 
119,Seaking,Golking,,,WATER,- -,80,92,65,65,80,68,450,75,Swift Swim,Water Veil,Lightning Rod,40,1,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,65,132,126,258,Seaking,seaking,"""","[""pokemon"",""seaking""],",Golking # 
864,Cursola,Gorgasonn,,,GHOST,- -,60,95,50,145,130,30,510,85,Weak Armor,,Perish Body,,,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Cursola,cursola,"""","[""pokemon"",""cursola""],",Gorgasonn # 
812,Rillaboom,Gortrom,,,GRASS,- -,100,125,90,60,70,85,530,"88,33",Overgrow,,Grassy Surge,,,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,,ja,,,,,,,,ja,,,,,,,,81,150,157,295,Rillaboom,rillaboom,"""","[""pokemon"",""rillaboom""],",Gortrom # 
679,Honedge,Gramokles,,,STEEL,GHOST,45,80,100,35,37,28,325,"54,17",No Guard,,,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,ja,,,,,,,,,,29,88,54,170,Honedge,honedge,"""","[""pokemon"",""honedge""],",Gramokles # 
210,Granbull,Granbull,,,FAIRY,- -,90,120,75,60,60,45,450,75,Intimidate,Quick Feet,Rattled,60,5,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Granbull,granbull,"""","[""pokemon"",""granbull""],",Granbull # 
784,Kommo-o,Grandiras,,,DRAGON,FIGHTING,75,110,125,100,105,85,600,100,Bulletproof,Soundproof,Overcoat,120,12,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,81,150,157,295,Kommoo,kommoo,"""","[""pokemon"",""kommoo""],",Grandiras # 
